username,template_name,text,entered,global,id,topic,GUID
MURRAY,RF Test Status,Dummy Load Temp - ,11/14/13,,224,RF              ,{D67A27CC-D951-E711-ABE8-0050568A3DF0}
mumgaard,MSE_startup,"MSE SETUP:
ISC is set to INIT.
HV=1700, 1700, 1700, 1700
Filter heaters operating normally. Set for 5.4T and 45keV.
PEMs operating correctly at R=0584/0566
There is not beam request for today.",1/31/14,,233,MSE,{D17A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,table,"<table width=""100%%"" border=""1"">
  <col align=""left"">
  <col align=""left"">
  <col align=""left"">
  <col align=""left"">  
  <col align=""left"">  
  <tr>
    <th>Shot</th>
    <th>Branch A detector</th>
    <th>Branch B detector</th>
    <th>Branch A crystal </th>
    <th>Branch B crystal </th>
  </tr>
",2/4/14,,235,HIREX           ,{AF7A27CC-D951-E711-ABE8-0050568A3DF0}
jrwalk,image,"<img src=""logbook/jrwalk/*"">",2/20/14,,237,THOMPSON        ,{C87A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,Thaco,"ThACO profile analysis is run for this shot 
calibration shot: 1140402022
THT = 10
Line = 2
by C. Gao
",4/10/14,,240,HIREX           ,{B07A27CC-D951-E711-ABE8-0050568A3DF0}
MURRAY,RF Control Test,"The RF Control System has been exercised with demand and is functioning normally.
FFT systems have been exercised and are functioning normally.  
Test shot #",7/14/14,,247,RF              ,{D57A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,image,"<img src=""logbook/irby/fluct_TCI1140717009.jpg""/>",7/17/14,,249,FTCI,{BF7A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,Early Crowbar,"Several recent MP's are calling for equilibria based on 1140808030 and related discharges, which feature very early crowbars (40msec on all five circuits), slow curent rise, and early divertor formation. These startup-current rise combinations, which were originally developed by Ian and Chuck Kessel for ITER studies, have a number of advantages, including better control of the early Mo influx by reducing the time on the inner wall, easier access to low current flattops without overshooting, and, in principle, better control of the current
ramp. However, care must be taken when using these shots as references because they have certain requirements that are not consistent with the majority of past C-Mod shots.
First, it is important that the startup (segment 1) and the second (active) segment go together. Of course, the engineering cpntrol parameters must also be taken from one of these shots.  This is because the startup includes an early (.04sec) crowbar time (normally this happens in the second segment, after 0.1sec) and begins early control of the current, which only gets to about 350kA by segment switch. Note also that the segment switch is supposed to happen at 0.08 sec instead of 0.10 sec, another reason that these segnents have to go together. It is a bad idea to try to graft a standard second segment onto the early crowbar startup, because most standard flattop segments expect the current to be over 500kA at the switch time,resulting in a major thrash as the current feedback comes on. They also sometimes have feedforward voltages  that anticipate crowbars on the OH's at .12sec and on the EF1's at 0.2sec, which is not the case for these shots. It's also a bad idea to try to use the active segment from these shots with a standard startup in segment 1, because that will also result in a thrash, in the opposite direction.
Second, if starting from 1140808030 (or 27,28, oe 29 from that day) and reducing the current from 1.1MA to something lower, the physop needs to be aware that this shot is at quite high elongation and is close to vertical instability. At lower current, the li will be higher and the danger of vertical instability, especially right after the early diversion, is increased. It will be helpful to reduce the elongation by decreasing clearin, especially early in the discharge, thus decreasing the gaps, which are quite large in that reference. An example where this has been done successfully for a 550kA shot is 1140815004. ",8/28/14,,253,PHYSICS_OPERATOR,{BC7A27CC-D951-E711-ABE8-0050568A3DF0}
DEKOW,boronization,"Start time:       Bottle pressure:  psi
End time:         Bottle pressure:  psi
dP:   psi
TC6:   mTorr
TC9:
TC3:
piezo:    %
rmin/rdwell/rmax: xx/xx/xx cm
tdwell/tsweep:  xx/xxx s
ECDC Pulser (On or Off):
Pulse settings (sec): On = ?, Off = ?
Heat Settings:
EF4 current:   A
Post boronization ECDC
----------------------------
1st Gas Setup:
Gas: 
sweep: xx/xx/xx cm
scan: xx/xxx s
Pressure: xe-x Torr 
Duration: 
2nd Gas Setup
Gas: 
sweep: xx/xx/xx cm
scan: xx/xxx s
Pressure: xe-x Torr 
Duration:
-----------------------------",6/17/15,-1,264,DISCHARGE_CLEAN ,{B27A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,Initial HiReX check,"Current position:
Branch A crystal: 0
Branch B crystal: 0
Branch A detector: 0
Branch B detector: 0
COM4: SHOT204 for linear stage control
COM5: PAT001 for Branch A?
COM6: PAT001 for Branch B?
Configuration:
Branch A for He-like Argon16+
Branch B for H-like Argon17+
HiReX-Sr Scope:
Now for forward field. Rotation change in positive direction means co-current rotation change
W-vel: Ar16+ W-line  3.9492 A 
Z-vel: Ar16+ Z-line  3.9943 A
A-vel: Ar17+ Lya1    3.7311 A
M-vel: Moly32+       3.7398 A
#Now for reversed field, rotation change in negative direction means co-current rotation change. 
#W-vel: Ar17+ Lya1   3.7311 A (use this one to check the rotation and Ti)
#Z-vel: Ar17+ Lya2   3.73652A (don't use this. Sometimes it will be overlapped with Moly line)
#A-vel: Ca19+ Lya1 (useful only with Ca injection)
#M-vel: Ca19+ Lya2 (useful only with Ca injection)
Runtvx ok.
Trigger test ok.
ORTEC PC connection ok
LPI monitor pressure reading: 4.4 mTorr, OK
Today HiReX-Sr is set to be able to measure H-like argon (High Te) and Ca lines.
Need Argon puffing for Ti and rotation measurement.
Need LBO CaF2 injection for Ca19+ measurement.
Need locked mode for rotation calibration.
HiReX-Sr timing: 20ms (125 frames. 50Hz)
Helium Bottle Level: 2500 psi
Helium outflow: 2.0 SCFH
",6/23/15,,265,HIREX           ,{A97A27CC-D951-E711-ABE8-0050568A3DF0}
xjzhang,LH_Request_Template,,7/20/15,,267,AVAILABILITY,{F47A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,HTML,"<!DOCTYPE html>
<html>
</html>",9/1/15,,272,POWER_SYSTEMS   ,{BE7A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,PO Entry,"changes ------------------------------
results ------------------------------",9/18/15,,274,PHYSICS_OPERATOR,{C17A27CC-D951-E711-ABE8-0050568A3DF0}
jrwalk,SL,"Attempt:
Result:
Next:",9/28/15,,278,SESSION_LEADER  ,{C97A27CC-D951-E711-ABE8-0050568A3DF0}
pablorf,LBO Cell Access,"               Cell Access
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Procedure: 
- LBO Slide has been replaced by a new CaF slide
- Iris set to 4/7
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Issues:
None
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",4/25/16,,283,IMPURITIES      ,{DA7A27CC-D951-E711-ABE8-0050568A3DF0}
pablorf,LBO Plan,"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Day Plan: 
------------------ PART I --------------------
- LBO will be calibrated for a larger iris spot size. No plasma is required. (Around 5 test shots)
------------------ PART II -------------------
- LBO will be calibrated for vertical movement of piezo-electric. No plasma is required. (Around 2 test shots)
------------------ PART III ------------------
- LBO plan for MP805 (May 3rd) will be evaluated in a plasma, if possible. (Around 3 actual shots)
- LBO overlapping with large iris spot size will be checked with source monitor (plasma required, 1 actual shot).
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Requirements: 
- For last part of the calibration, session leader will be asked if LBO injections in plasma suppose a problem. If not, LBO will be fired in, at least, 4 shots. If it's a problem, part III will be performed without plasma.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Expected results:
LBO Calibration week will be finihed. LBO will be fully calibrated for future physics experiments. Experimental plan for MP805 will be ready.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",4/29/16,,284,IMPURITIES      ,{DC7A27CC-D951-E711-ABE8-0050568A3DF0}
pablorf,My Shot,"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Target: 
Ip = 0.55MA 
RF = 0 MW 
nl_04 (ramp) = 0.2 (t<0.7s), 0.2 (t=0.7s) --> 0.6 (t=1.5s) 
LBO Spot Size = BASELINE (iris 4/7, translation stage 37345) 
LBO Injection = 0.701, 0.901, 1.101, 1.301, 1.401 
Expected transition to ""local"" behavior at nl_04 = 0.4. Shot 3.4 in Pablo's database 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Result: 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Next: 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",5/3/16,,288,SESSION_LEADER  ,{DD7A27CC-D951-E711-ABE8-0050568A3DF0}
normandy,sl_comment,"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Target:
Ip = 0.55MA
RF = 0 MW
nl_04 (fixed) = 0.25
LBO Spot Size = BASELINE (iris 4/7, translation stage 37345) OVERLAPPING
LBO Injection = 0.701 each 100ms up to 1.301
Temperature inversions expected for all cases.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Result:
Successful injections. Very good shot. It displays core temperature inversion even when the edge perturbation is exceedingly small.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Next:
Shot 3.1 in Pablo's database
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",5/6/16,,289,SESSION_LEADER  ,{D77A27CC-D951-E711-ABE8-0050568A3DF0}
pablorf,LBO Injection,"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Description: 
LBO CaF set to fire with medium-small spot size (iris 4/7, 50000 translational stage), at 0.601s and 1.401s.  
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Result: 
 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
Next: 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",5/6/16,,290,IMPURITIES      ,{DB7A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,PO Plan,"-----------------
Engineering Setup
-----------------
Run begins at 09:00 and ends at 17:00
Power systems as on:
Acoil: +Dtop -Dbot -Jtop +Jbot (standard) Hybrid Enabled
Gas setup:
Fill B-Top with 6 psi D2 Hybrid enabled (PG4)
fill B-side lower with 1 psi Ar Hybrid DISABLED (PG1)
leave B-side upper as is Hybrid DISABLED (PG2)
fill B-main (C-side) with 40 psi D2 Hybrid enabled (PG3)
leave H-bottom as is Hybrid DISABLED (PG5) 
leave B-div as is Hybrid DISABLED (PG6) 
leave H-div as is Hybrid DISABLED (PG7) 
leave NINJA C-port as is DISABLED (for GPI) 
leave NINJA F-port as is DISABLED (for CXRS & inboard) 
Enable gate-valves and shutters: ECE, VUV, HiREX Sr, Xeus/LoWEUS
Leave z-bolo shutter as is (should be open) 
Torvac gatevalve toggle (yes/no): no
Boronization(yes/no): no
Overnight ECDC (yes/no): yes
ICRF(yes/no): no
LH(yes/no): no
Cryopump (yes/no): no
DNB (yes/no): no
Vessel temperature: 35/35/35
------------------------------
ECDC Parameters (if requested)
------------------------------
gas and pressure: D2 at 2e-4 Torr
sweep: 44/45/103 cm
scan: 20/120 s",7/7/16,,295,PO_PLAN,{C27A27CC-D951-E711-ABE8-0050568A3DF0}
WOLFE,PO_Plan (smw),"<pre>
Engineering setup and Phys Op plan for 
MP#   : 
SL: 
PO: 
-----------------
Engineering Setup
-----------------
Run begins at 09:00 and ends at 17:00
Power systems as on: 
Acoil: -Dtop +Dbot +Jtop -Jbot (standard reverse field ec) Hybrid Enabled
Gas setup:
Fill B-Top with 6 psi D2 Hybrid enabled (PG4)
fill B-side lower with 4 psi Ne Hybrid DISABLED (PG1)
leave B-side upper as is Hybrid DISABLED (PG2)
fill B-main (C-side) with 40 psi D2 Hybrid enabled (PG3)
fill H-bottom with 1.5psi Ar Hybrid DISABLED (PG5)
leave B-div as is Hybrid DISABLED (PG6)
leave H-div as is Hybrid DISABLED (PG7)
fill NINJA C-port 8psi He DISABLED (for GPI)
fill NINJA F-port 8psi D2 DISABLED (for CXRS & inboard)
Enable gate-valves and shutters: ECE, VUV, HiREX Sr, Xeus/LoWEUS
Leave z-bolo shutter as is (should be open)
Torvac gatevalve toggle (yes/no): no
Boronization(yes/no): no
Overnight ECDC (yes/no): yes
ICRF(yes/no): yes
LH(yes/no): no
Cryopump (yes/no): yes (standby for first shot, use later as needed)
DNB (yes/no): no
Vessel temperature: 35/35/35
------------------------------
ECDC Parameters (if requested)
------------------------------
gas and pressure: D2 at 2e-4 Torr
sweep: 44/45/103 cm
scan: 20/120 s
Physop Plan:
========
</pre>",8/2/16,,300,PO_PLAN,{ED7A27CC-D951-E711-ABE8-0050568A3DF0}
WOLFE,Plain Text Logbook,"<pre>
</pre>",8/2/16,,301,None,{EC7A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,polar entry,"Laser:
Mezz :
Beam :
FIR#1/FIR#2:
results ----------------------------------",8/5/16,,302,polar,{C37A27CC-D951-E711-ABE8-0050568A3DF0}
GRANETZ,/home/granetz/tmp/logbook.template,"<pre><font size=+1>
Shot  -- 
Next shot: 
</font></pre>",9/26/16,,307,PHYSICS_OPERATOR,{BA7A27CC-D951-E711-ABE8-0050568A3DF0}
